Full_Date,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Weekday,IsWeekend,AQI_Category,PM2.5_PM10_Ratio,NO2_SO2_Ratio
2022-02-21,0,1,90.28,199.57,29.99,7.45,1.09,28.03,169,Monday,0,Moderate,0.4523725784249848,4.025497952351742
2022-02-22,0,2,115.54,268.96,40.22,8.11,1.43,33.75,254,Tuesday,0,Poor,0.42958059080976396,4.959303379403972
2022-02-23,0,3,110.08,197.08,40.61,7.18,1.03,35.14,184,Wednesday,0,Moderate,0.558554873221287,5.6559809805278825
2022-02-24,0,4,170.05,282.62,51.29,10.08,1.32,14.35,329,Thursday,0,Very Poor,0.6016912956729427,5.088288602888291
2022-02-25,0,5,141.36,238.14,48.67,9.86,1.12,15.85,300,Friday,0,Poor,0.5936003781976831,4.9361004704863385
2022-02-26,0,6,33.68,54.14,20.0,9.9,0.27,35.66,77,Saturday,1,Satisfactory,0.6220907606038492,2.02019997959598
2022-02-27,1,7,46.46,85.69,25.1,10.21,0.41,25.82,88,Sunday,1,Satisfactory,0.5421868896969436,2.4583717351892895
2022-02-28,0,1,46.4,109.67,27.75,7.66,0.43,23.72,81,Monday,0,Satisfactory,0.4230874055724076,3.6227106753124345
2022-03-01,1,2,85.73,151.28,36.07,3.59,0.66,16.6,147,Tuesday,0,Moderate,0.5666974770823984,10.047325773465813
2022-03-02,0,3,91.13,189.14,35.72,5.49,0.69,15.45,216,Wednesday,0,Poor,0.48181238861095543,6.506363376387292
2022-03-03,0,4,84.01,206.66,41.88,6.19,0.69,17.37,157,Thursday,0,Moderate,0.4065130936556134,6.765740281518124
2022-03-04,0,5,73.41,134.65,22.96,6.55,0.46,17.25,164,Friday,0,Moderate,0.5451911960496697,3.5053381597890696
2022-03-05,0,6,58.68,118.51,25.18,5.5,0.41,21.35,107,Saturday,1,Moderate,0.49514804698776077,4.578173494230011
2022-03-06,1,7,94.04,170.68,34.49,6.0,0.75,18.36,176,Sunday,1,Moderate,0.5509725479861408,5.748323752793746
2022-03-07,0,1,129.2,234.23,50.76,6.57,1.16,20.06,254,Monday,0,Poor,0.5515945629682549,7.726015637723535
2022-03-08,0,2,145.6,237.18,43.36,5.95,0.99,12.66,282,Tuesday,0,Poor,0.6138797278910646,7.287382710281159
2022-03-09,0,3,86.63,183.86,33.09,5.58,0.58,13.61,173,Wednesday,0,Moderate,0.47117369350735916,5.930096899467923
2022-03-10,0,4,69.99,141.85,25.92,5.51,0.5,14.42,150,Thursday,0,Moderate,0.4934084953536485,4.7041656911693455
2022-03-11,0,5,89.92,164.82,28.16,5.61,0.55,12.94,177,Friday,0,Moderate,0.5455648255330163,5.0195988955456405
2022-03-12,0,6,83.12,178.02,31.83,8.14,0.59,11.86,181,Saturday,1,Moderate,0.4669138036785865,3.9103146064931122
2022-03-13,1,7,106.78,208.46,34.5,8.05,0.8,8.36,220,Sunday,1,Poor,0.5122325380297161,4.2857089618522215
2022-03-14,0,1,125.69,233.95,31.36,8.64,1.05,5.66,255,Monday,0,Poor,0.53725152651201,3.6296254286742724
2022-03-15,0,2,138.44,264.19,16.41,9.21,1.07,5.97,269,Tuesday,0,Poor,0.524016786251683,1.7817570230651214
2022-03-16,0,3,95.12,216.2,18.71,8.01,0.68,5.33,228,Wednesday,0,Poor,0.439962976874978,2.3358272960957605
2022-03-17,0,4,121.13,219.67,24.51,8.59,0.93,6.19,221,Thursday,0,Poor,0.5514180110430186,2.8533144897386618
2022-03-18,1,5,154.35,218.23,22.48,9.65,1.4,5.08,301,Friday,0,Very Poor,0.7072812763010917,2.329531264734441
2022-03-19,0,6,104.8,186.04,15.79,8.61,1.11,4.18,216,Saturday,1,Poor,0.5633196859105738,1.8339119234472434
2022-03-20,1,7,96.02,199.8,62.7,9.71,1.01,4.29,241,Sunday,1,Poor,0.4805805565274996,6.457253906020694
2022-03-21,0,1,146.2,257.8,28.46,13.77,1.4,4.89,244,Monday,0,Poor,0.5671062619431241,2.0668104089975246
2022-03-22,0,2,75.06,188.92,18.07,8.63,0.73,7.08,169,Tuesday,0,Moderate,0.397311010093637,2.0938562064238626
2022-03-23,0,3,106.34,259.97,27.7,10.45,1.25,7.17,215,Wednesday,0,Poor,0.40904718201918755,2.650715166779745
2022-03-24,0,4,115.45,314.89,16.62,13.65,1.82,5.84,272,Thursday,0,Poor,0.36663595647254743,1.2175815255813
2022-03-25,0,5,92.25,230.52,9.85,9.43,0.96,8.29,208,Friday,0,Poor,0.40018217941253775,1.0445375985815497
2022-03-26,0,6,91.62,274.15,11.3,11.24,0.75,12.77,220,Saturday,1,Poor,0.33419659550623404,1.0053371838637155
2022-03-27,1,7,93.61,240.58,11.29,11.18,0.96,15.75,201,Sunday,1,Poor,0.3891013222586531,1.0098380949569812
2022-03-28,0,1,116.25,315.46,12.55,17.62,1.87,6.09,264,Monday,0,Poor,0.36850946654062433,0.7122583925888805
2022-03-29,0,2,138.58,350.07,10.27,19.08,1.69,6.08,287,Tuesday,0,Poor,0.395863673097847,0.5382596759645305
2022-03-30,0,3,196.84,413.05,10.14,41.66,2.51,8.82,310,Wednesday,0,Very Poor,0.47655246394982537,0.24339888540593246
2022-03-31,0,4,98.54,284.67,177.31,15.96,0.92,65.05,254,Thursday,0,Poor,0.3461551850860581,11.109642161878345
2022-04-01,0,5,99.98,245.53,37.06,10.11,0.44,47.41,214,Friday,0,Poor,0.4072007328146975,3.665673921192957
2022-04-02,0,6,109.14,288.12,11.47,22.11,0.83,42.17,243,Saturday,1,Poor,0.37880048664443683,0.5187695527953177
2022-04-03,1,7,92.99,257.79,11.74,28.66,1.16,49.96,234,Sunday,1,Poor,0.36071995187090455,0.40963000361828206
2022-04-04,0,1,115.62,336.1,9.15,45.45,0.89,35.77,289,Monday,0,Poor,0.3440047502527596,0.20132008771835253
2022-04-05,0,2,112.37,302.26,11.34,45.05,0.84,39.92,251,Tuesday,0,Poor,0.3717660169468003,0.2517202548900655
2022-04-06,0,3,143.22,369.49,12.62,73.29,1.05,37.86,289,Wednesday,0,Poor,0.38761535122424556,0.17219263580397925
2022-04-07,0,4,222.39,401.14,13.51,102.27,1.14,35.23,347,Thursday,0,Very Poor,0.5543949605026933,0.1321012875622091
2022-04-08,0,5,192.1,257.82,12.84,60.07,0.78,42.91,313,Friday,0,Very Poor,0.7450934471688214,0.2137505886880991
2022-04-09,0,6,237.21,374.81,10.19,84.44,1.19,32.07,292,Saturday,1,Poor,0.6328806426487916,0.1206773897824029
2022-04-10,1,7,187.48,344.34,8.31,87.88,0.85,35.98,325,Sunday,1,Very Poor,0.5444618532711317,0.09456075391889465
2022-04-11,0,1,307.96,358.11,12.42,100.35,1.13,19.98,295,Monday,0,Poor,0.8599592063902374,0.12376680380998467
2022-04-12,0,2,127.14,277.88,10.48,67.15,1.17,15.03,244,Tuesday,0,Poor,0.45753561042408203,0.15606848010893817
2022-04-13,0,3,174.31,390.53,9.89,11.29,1.57,11.37,323,Wednesday,0,Very Poor,0.4463421389818417,0.8759956811375722
2022-04-14,1,4,118.18,343.81,8.12,7.86,0.45,21.09,287,Thursday,0,Poor,0.3437363560182556,1.033077566059076
2022-04-15,1,5,82.38,177.24,8.2,5.59,0.55,39.99,190,Friday,0,Moderate,0.46479347411456357,1.466902563680566
2022-04-16,0,6,95.16,254.7,10.89,15.89,0.68,65.24,257,Saturday,1,Poor,0.3736160041768353,0.6853362584416247
2022-04-17,1,7,130.14,251.29,11.44,10.19,0.94,44.14,272,Sunday,1,Poor,0.5178876788615672,1.122668181876171
2022-04-18,0,1,153.78,295.27,12.63,20.03,1.47,13.23,280,Monday,0,Poor,0.5208114430585078,0.6305538539421598
2022-04-19,0,2,217.62,454.54,26.28,47.55,1.25,23.3,328,Tuesday,0,Very Poor,0.4787697347038823,0.5526812717810154
2022-04-20,0,3,149.35,295.44,51.47,70.15,0.8,52.6,286,Wednesday,0,Poor,0.5055171775820073,0.7337133665412163
2022-04-21,0,4,158.74,404.39,51.06,66.06,0.85,45.57,320,Thursday,0,Very Poor,0.3925418434545404,0.7729335796346383
2022-04-22,0,5,71.85,188.81,49.96,42.0,0.68,70.31,188,Friday,0,Moderate,0.38054126473485167,1.1895235263039223
2022-04-23,0,6,151.76,280.78,52.49,60.66,0.94,68.15,269,Saturday,1,Poor,0.5404943179537604,0.8653147271159369
2022-04-24,1,7,153.34,368.79,49.99,74.81,0.83,87.03,282,Sunday,1,Poor,0.4157921739799839,0.6682260836484315
2022-04-25,0,1,135.6,391.66,48.93,64.03,0.73,85.59,278,Monday,0,Poor,0.3462186502012294,0.7641729245396025
2022-04-26,0,2,89.17,206.28,51.9,50.22,0.8,81.84,226,Tuesday,0,Poor,0.4322764963992391,1.03345260186129
2022-04-27,0,3,330.82,452.89,58.08,65.72,2.02,41.71,348,Wednesday,0,Very Poor,0.730464335037993,0.8837491047247253
2022-04-28,0,4,233.44,332.7,56.12,38.75,1.49,75.73,387,Thursday,0,Very Poor,0.701653119878175,1.4482576907722087
2022-04-29,0,5,267.08,391.34,54.89,41.51,1.34,63.83,413,Friday,0,Severe,0.6824755792284055,1.322331649643062
2022-04-30,0,6,197.42,290.64,54.05,83.79,1.32,29.18,360,Saturday,1,Very Poor,0.6792595417265503,0.6450649665753708
2022-05-01,1,7,166.64,272.39,47.73,10.37,1.32,14.59,226,Sunday,1,Poor,0.6117698663030998,4.602695657959829
2022-05-02,0,1,116.44,226.9,42.34,33.06,0.91,12.56,289,Monday,0,Poor,0.5131775886655976,1.2807013669989815
2022-05-03,1,2,155.22,214.71,37.56,11.29,0.94,9.7,286,Tuesday,0,Poor,0.7229285676992889,3.3268349629451177
2022-05-04,0,3,147.9,352.92,21.57,26.81,0.93,42.71,324,Wednesday,0,Very Poor,0.41907513263416263,0.8045502407496306
2022-05-05,0,4,122.14,400.61,4.82,27.5,0.92,43.68,365,Thursday,0,Very Poor,0.3048850426877751,0.17527266353721327
2022-05-06,0,5,223.23,399.48,4.64,26.72,1.5,43.44,364,Friday,0,Very Poor,0.5588014278862163,0.17365262962102185
2022-05-07,0,6,169.8,320.74,3.65,28.74,1.45,54.13,335,Saturday,1,Very Poor,0.5294007442351829,0.12700065170471408
2022-05-08,1,7,140.79,204.26,3.55,26.67,1.01,92.53,312,Sunday,1,Very Poor,0.6892685455170593,0.13310831154543998
2022-05-09,0,1,103.11,152.61,2.81,26.07,0.84,86.57,267,Monday,0,Poor,0.6756437536436829,0.10778668669478839
2022-05-10,0,2,104.13,156.94,2.49,21.87,0.88,51.9,244,Tuesday,0,Poor,0.6635019329997494,0.11385454327638625
2022-05-11,0,3,93.53,152.07,2.44,11.04,0.88,47.43,200,Wednesday,0,Moderate,0.615045662192039,0.22101429255951763
2022-05-12,0,4,92.97,153.91,2.81,12.21,0.91,49.35,194,Thursday,0,Moderate,0.6040542782110143,0.23013904165516655
2022-05-13,0,5,125.05,237.2,3.05,11.57,1.07,37.57,242,Friday,0,Poor,0.5271922206074106,0.26361256386122395
2022-05-14,0,6,167.49,268.07,4.09,16.78,1.51,30.78,310,Saturday,1,Very Poor,0.6247994693624999,0.24374240539785136
2022-05-15,1,7,118.54,257.73,3.57,24.06,1.24,33.43,295,Sunday,1,Poor,0.4599386776883298,0.14837899069867386
2022-05-16,1,1,128.94,324.32,2.59,16.86,0.76,35.91,265,Monday,0,Poor,0.3975702886787652,0.1536179397283869
2022-05-17,0,2,99.59,220.11,2.16,12.65,0.79,63.21,206,Tuesday,0,Poor,0.45245556983074053,0.17075085316138092
2022-05-18,0,3,128.52,227.35,2.51,14.74,0.93,58.41,296,Wednesday,0,Poor,0.5652957745636343,0.17028482341599496
2022-05-19,0,4,142.69,263.31,3.84,48.0,1.01,43.31,265,Thursday,0,Poor,0.5419087561464146,0.0799999833333368
2022-05-20,0,5,140.77,251.6,4.89,78.6,0.96,25.7,288,Friday,0,Poor,0.559499182849794,0.06221373254278212
2022-05-21,0,6,117.78,344.59,37.17,38.98,1.04,31.82,280,Saturday,1,Poor,0.341797488557489,0.95356568661732
2022-05-22,1,7,125.68,168.44,52.14,83.06,1.21,9.02,268,Sunday,1,Poor,0.7461410148337085,0.6277389082905239
2022-05-23,0,1,32.25,110.82,4.58,4.08,0.85,35.73,151,Monday,0,Moderate,0.2910124263659605,1.1225462682689504
2022-05-24,0,2,44.38,97.45,6.22,3.87,1.09,36.44,73,Tuesday,0,Satisfactory,0.4554129855912791,1.6072309890672116
2022-05-25,0,3,91.29,183.36,9.19,4.57,1.2,34.18,202,Wednesday,0,Poor,0.4978730094964545,2.010936518738471
2022-05-26,0,4,105.62,233.43,12.82,6.56,1.23,49.55,222,Thursday,0,Poor,0.45246967174443425,1.954265313619949
2022-05-27,0,5,100.86,204.27,37.65,20.9,1.41,18.92,238,Friday,0,Poor,0.4937582369531386,1.8014345447681606
2022-05-28,0,6,81.46,210.55,37.16,20.91,1.27,17.39,178,Saturday,1,Moderate,0.3868914563338182,1.777139274443197
2022-05-29,1,7,82.9,207.85,37.04,18.58,1.21,29.13,196,Sunday,1,Moderate,0.39884530195596335,1.9935403694615883
2022-05-30,0,1,83.36,227.18,39.12,15.86,1.39,32.0,184,Monday,0,Moderate,0.36693369280158056,2.4665810425088006
2022-05-31,0,2,117.28,355.73,39.38,12.47,1.76,34.59,218,Tuesday,0,Poor,0.32968823743602627,3.157976617500708
2022-06-01,0,3,147.15,375.4,39.54,9.39,0.51,35.46,349,Wednesday,0,Very Poor,0.39198187554656705,4.210858135401347
2022-06-02,0,4,104.49,251.95,38.95,8.54,0.48,42.6,229,Thursday,0,Poor,0.4147251274171412,4.560884589128117
2022-06-03,0,5,126.27,278.88,37.3,10.35,0.62,63.19,305,Friday,0,Very Poor,0.45277537102784815,3.603861252307969
2022-06-04,0,6,106.85,264.14,37.23,15.24,0.79,55.16,255,Saturday,1,Poor,0.40452031481334466,2.442911782866284
2022-06-05,1,7,84.94,288.22,36.51,20.08,0.79,41.25,244,Sunday,1,Poor,0.29470542312450826,1.8182261861423377
2022-06-06,0,1,62.83,215.0,35.87,14.24,0.62,57.98,195,Monday,0,Moderate,0.2922325445473235,2.518958905225488
2022-06-07,0,2,112.22,387.31,36.4,12.91,0.73,47.03,262,Tuesday,0,Poor,0.2897420595971687,2.8195175681506055
2022-06-08,0,3,102.8,384.86,36.17,13.97,0.45,47.0,341,Wednesday,0,Very Poor,0.26711011102452553,2.5891176885342246
2022-06-09,0,4,85.3,288.97,36.21,12.6,0.54,46.57,237,Thursday,0,Poor,0.295186341309259,2.8738072430101247
2022-06-10,0,5,103.64,341.46,12.01,7.56,0.66,41.17,293,Friday,0,Poor,0.30352016917002966,1.588622237272173
2022-06-11,0,6,101.12,327.41,8.82,6.24,0.65,41.66,276,Saturday,1,Poor,0.30884822366915415,1.4134592733024467
2022-06-12,1,7,105.02,302.97,11.21,6.31,0.66,48.77,284,Sunday,1,Poor,0.34663496891986106,1.776542350962994
2022-06-13,0,1,63.16,253.31,6.5,3.75,0.52,50.69,208,Monday,0,Poor,0.24933874504209286,1.733328711123437
2022-06-14,0,2,88.37,260.65,4.52,3.26,0.56,44.86,221,Tuesday,0,Poor,0.33903700982018004,1.3864988144208146
2022-06-15,0,3,61.31,150.81,4.11,3.09,0.54,43.6,157,Wednesday,0,Moderate,0.4065380010252635,1.330092782871253
2022-06-16,0,4,50.55,138.34,6.43,3.18,0.57,52.7,135,Thursday,0,Moderate,0.3654040504984783,2.022006220106226
2022-06-17,0,5,35.52,68.63,7.94,3.67,0.64,48.16,81,Friday,0,Satisfactory,0.5175578438645135,2.1634818433737237
2022-06-18,0,6,35.85,54.19,4.97,3.9,0.6,46.59,65,Saturday,1,Satisfactory,0.6615610515665157,1.274355706780239
2022-06-19,1,7,62.71,100.85,6.37,7.44,0.63,32.19,130,Sunday,1,Moderate,0.6218145144457596,0.856181644917144
2022-06-20,0,1,136.01,170.0,8.6,9.96,0.8,41.6,208,Monday,0,Poor,0.8000587764671308,0.8634529483404132
2022-06-21,0,2,52.93,110.84,12.48,12.26,0.84,38.12,120,Tuesday,0,Moderate,0.4775351427701964,1.01794370477675
2022-06-22,0,3,71.71,156.6,7.64,12.35,0.68,58.39,138,Wednesday,0,Moderate,0.4579182338494103,0.6186229808720802
2022-06-23,0,4,78.02,173.61,8.48,12.03,0.54,72.84,148,Thursday,0,Moderate,0.4493980502621939,0.7049038196975731
2022-06-24,0,5,102.07,214.06,11.38,11.85,0.59,68.63,210,Friday,0,Poor,0.47682890419373514,0.9603367423318632
2022-06-25,0,6,103.97,228.02,16.02,11.84,0.97,80.12,199,Saturday,1,Moderate,0.4559687546720132,1.3530393977707789
2022-06-26,1,7,99.65,181.98,6.79,11.82,0.84,45.85,206,Sunday,1,Poor,0.5475876169036369,0.5744495986044005
2022-06-27,0,1,66.11,126.56,4.66,11.89,0.72,41.55,118,Monday,0,Moderate,0.5223608942508775,0.39192565859910966
2022-06-28,0,2,77.03,228.05,5.51,13.87,0.81,41.37,160,Tuesday,0,Moderate,0.3377767885210792,0.397259987555885
2022-06-29,0,3,67.12,190.51,5.14,18.01,0.74,34.99,162,Wednesday,0,Moderate,0.35231744515681884,0.285396843199976
2022-06-30,0,4,62.73,71.57,22.54,17.54,0.75,21.31,154,Thursday,0,Moderate,0.8764844381047313,1.285061981150524
2022-07-01,0,5,38.9,56.38,31.54,13.72,0.74,18.94,64,Friday,0,Satisfactory,0.689960856693711,2.29883214370835
2022-07-02,0,6,47.15,151.33,33.4,13.6,0.81,28.61,92,Saturday,1,Satisfactory,0.31157071885477305,2.4558805471466565
2022-07-03,1,7,32.42,49.3,42.1,13.48,0.66,25.44,84,Sunday,1,Satisfactory,0.6576063574834975,3.123143083721748
2022-07-04,0,1,87.32,133.14,40.7,13.47,1.1,34.59,101,Monday,0,Moderate,0.6558509346664463,3.0215270812716546
2022-07-05,0,2,94.56,136.46,21.96,18.32,0.83,24.06,133,Tuesday,0,Moderate,0.6929502643301872,1.1986893020254903
2022-07-06,0,3,42.9,104.18,22.61,22.07,0.45,30.51,100,Wednesday,0,Satisfactory,0.41178725170020614,1.0244671388911921
2022-07-07,0,4,38.57,93.44,21.76,24.26,0.44,26.74,97,Thursday,0,Satisfactory,0.4127782092489074,0.8969493417356382
2022-07-08,0,5,51.56,106.14,20.69,23.89,0.52,29.9,89,Friday,0,Satisfactory,0.4857734609220406,0.8660523792162499
2022-07-09,1,6,52.38,97.13,18.85,23.84,0.5,28.91,111,Saturday,1,Moderate,0.5392772017628743,0.7906875877988307
2022-07-10,1,7,40.21,67.27,19.08,23.81,0.38,34.17,66,Sunday,1,Satisfactory,0.59774036008022,0.8013436365629414
2022-07-11,0,1,60.93,88.99,18.97,23.95,0.78,56.99,98,Monday,0,Satisfactory,0.684683595383347,0.7920664751288204
2022-07-12,0,2,37.22,76.49,18.98,24.0,0.71,66.51,84,Tuesday,0,Satisfactory,0.4865994918813581,0.7908330038195818
2022-07-13,0,3,34.87,62.48,19.05,23.67,0.48,79.27,82,Wednesday,0,Satisfactory,0.5580985022249516,0.8048158830520139
2022-07-14,0,4,42.52,91.78,19.02,23.75,0.46,79.59,88,Thursday,0,Satisfactory,0.46328171025477116,0.800841768066624
2022-07-15,0,5,29.55,72.71,19.03,23.78,0.38,84.39,92,Friday,0,Satisfactory,0.4064089662482511,0.8002519763448376
2022-07-16,0,6,33.54,56.96,19.12,23.66,0.46,77.79,87,Saturday,1,Satisfactory,0.5888341662861365,0.8081146204080218
2022-07-17,1,7,48.54,43.11,19.08,23.53,0.37,84.03,96,Sunday,1,Satisfactory,1.125956593375877,0.8108793833916772
2022-07-18,0,1,52.62,134.4,18.95,23.45,0.5,83.72,140,Monday,0,Moderate,0.3915178280120663,0.8081020008093813
2022-07-19,0,2,41.44,124.01,18.95,23.48,0.74,76.73,124,Tuesday,0,Moderate,0.3341665725210408,0.8070695029516597
2022-07-20,0,3,42.94,66.84,8.02,25.01,0.49,61.01,86,Wednesday,0,Satisfactory,0.6424295867101156,0.32067160309012266
2022-07-21,0,4,60.22,72.24,6.33,25.87,0.5,55.24,53,Thursday,0,Satisfactory,0.8336100728668226,0.24468486869545084
2022-07-22,0,5,67.42,116.78,7.24,25.99,0.73,49.48,171,Friday,0,Moderate,0.577324834961052,0.278568573078656
2022-07-23,0,6,33.67,65.68,4.26,26.22,0.46,50.4,71,Saturday,1,Satisfactory,0.5126369499639235,0.16247133391634863
2022-07-24,1,7,26.14,49.86,4.25,26.09,0.39,51.79,59,Sunday,1,Satisfactory,0.5242678451127466,0.16289759950264487
2022-07-25,0,1,25.0,50.31,3.51,26.16,0.35,54.92,56,Monday,0,Satisfactory,0.49691900279884654,0.1341742606367505
2022-07-26,0,2,30.88,61.12,4.88,27.22,0.41,53.01,60,Tuesday,0,Satisfactory,0.5052355194313614,0.1792798753564014
2022-07-27,0,3,28.34,57.78,6.74,27.33,0.42,52.63,55,Wednesday,0,Satisfactory,0.49048105045326224,0.24661535067129506
2022-07-28,0,4,25.7,42.09,7.07,26.85,0.4,49.0,52,Thursday,0,Satisfactory,0.6105961961044912,0.2633146132906468
2022-07-29,0,5,27.48,43.14,5.64,27.14,0.36,46.41,47,Friday,0,Good,0.6369956798804636,0.20781127199289903
2022-07-30,0,6,28.74,37.9,5.5,26.74,0.53,48.02,47,Saturday,1,Good,0.7583111455643414,0.205684291067954
2022-07-31,1,7,29.61,39.32,5.83,26.22,0.39,53.42,50,Sunday,1,Good,0.753051690475155,0.222349266838571
2022-08-01,0,1,27.42,62.78,4.95,26.26,0.41,47.76,48,Monday,0,Good,0.4367632308437033,0.18849954741068262
2022-08-02,0,2,36.22,385.15,9.02,26.32,0.45,53.86,216,Tuesday,0,Poor,0.0940412801754828,0.34270503696617133
2022-08-03,0,3,45.03,139.59,10.27,26.28,0.73,52.95,125,Wednesday,0,Moderate,0.3225875547970804,0.3907913277049742
2022-08-04,0,4,34.65,89.03,9.78,26.41,0.77,52.75,99,Thursday,0,Satisfactory,0.38919460977259235,0.37031413467847984
2022-08-05,0,5,29.54,65.32,9.32,26.35,0.69,49.97,56,Friday,0,Satisfactory,0.45223508079683394,0.35370005552180056
2022-08-06,0,6,37.25,88.15,6.57,26.54,0.7,54.73,88,Saturday,1,Satisfactory,0.4225751080459321,0.24755077334183373
2022-08-07,1,7,60.79,90.78,8.42,26.59,0.89,47.05,127,Sunday,1,Moderate,0.6696408162986542,0.31666027955611903
2022-08-08,0,1,48.58,93.31,8.18,26.75,0.84,61.47,68,Monday,0,Satisfactory,0.5206301017436392,0.30579427820774646
2022-08-09,1,2,52.53,95.69,7.45,26.62,0.65,55.29,115,Tuesday,0,Moderate,0.5489601265586659,0.27986465820260775
2022-08-10,0,3,42.77,93.29,37.23,26.39,0.57,48.26,87,Wednesday,0,Satisfactory,0.4584628086115544,1.410761117559258
2022-08-11,0,4,25.31,51.36,37.77,26.18,0.38,47.05,62,Thursday,0,Satisfactory,0.49279585420641464,1.442703803398089
2022-08-12,0,5,29.69,55.77,37.63,26.32,0.41,46.84,52,Friday,0,Satisfactory,0.5323649753693785,1.4297107029974534
2022-08-13,0,6,30.89,60.97,37.67,26.46,0.53,48.07,58,Saturday,1,Satisfactory,0.5066425280232035,1.423657814188279
2022-08-14,1,7,29.28,45.91,37.5,26.62,0.54,46.06,53,Sunday,1,Satisfactory,0.6377694102005206,1.4087147224963477
2022-08-15,1,1,24.87,29.48,37.43,26.68,0.38,37.86,47,Monday,0,Good,0.8436225089475886,1.4029230123976715
2022-08-16,0,2,22.75,49.26,37.47,26.65,0.38,44.19,47,Tuesday,0,Good,0.4618350666189471,1.4060032247642684
2022-08-17,0,3,24.92,30.53,37.82,26.64,0.42,44.73,48,Wednesday,0,Good,0.8162460477412226,1.4196691367608345
2022-08-18,0,4,24.52,57.02,37.41,26.67,0.41,44.36,48,Thursday,0,Good,0.43002447737206634,1.402699136595749
2022-08-19,1,5,27.54,53.97,37.69,26.71,0.32,49.43,59,Friday,0,Satisfactory,0.5102833962787852,1.4110814634663182
2022-08-20,0,6,35.65,77.33,37.76,26.63,0.45,47.43,69,Saturday,1,Satisfactory,0.46101119086884895,1.417949148348048
2022-08-21,1,7,47.66,100.08,31.8,26.73,0.49,35.12,93,Sunday,1,Satisfactory,0.47621897719634515,1.1896740779371202
2022-08-22,0,1,42.56,88.54,15.0,27.08,0.46,47.5,93,Monday,0,Satisfactory,0.48068664098863323,0.5539141233699693
2022-08-23,0,2,34.37,56.0,15.04,26.67,0.41,47.15,69,Tuesday,0,Satisfactory,0.6137498904018052,0.5639292973643429
2022-08-24,0,3,30.18,49.78,15.07,26.61,0.64,47.06,51,Wednesday,0,Satisfactory,0.606267455550933,0.5663282351265558
2022-08-25,0,4,36.47,100.36,15.08,25.8,0.69,62.87,77,Thursday,0,Satisfactory,0.36339175334876905,0.5844958974822103
2022-08-26,0,5,39.01,95.31,14.99,25.75,0.49,48.97,105,Friday,0,Moderate,0.40929593859029073,0.582135696257982
2022-08-27,0,6,33.02,94.33,15.09,25.82,0.36,51.27,92,Saturday,1,Satisfactory,0.3500476677570585,0.5844304475482387
2022-08-28,1,7,41.74,126.96,15.02,25.81,0.39,51.03,106,Sunday,1,Moderate,0.3287649394482562,0.5819447570923064
2022-08-29,0,1,43.31,133.05,15.03,25.81,0.42,54.95,130,Monday,0,Moderate,0.32551669857071036,0.5823322036682667
2022-08-30,0,2,52.9,129.59,15.12,25.89,0.65,59.85,110,Tuesday,0,Moderate,0.40821047857006876,0.5840090444152011
2022-08-31,0,3,42.48,111.99,15.09,19.28,0.46,49.74,110,Wednesday,0,Moderate,0.37931954823470415,0.7826759425954655
2022-09-01,0,4,50.05,115.37,9.53,5.64,0.55,57.65,112,Thursday,0,Moderate,0.43382157980223796,1.6897133161111417
2022-09-02,0,5,43.4,106.73,8.76,5.65,0.5,56.02,104,Friday,0,Moderate,0.4066335232236931,1.5504397337349844
2022-09-03,0,6,36.98,103.85,8.72,5.73,0.43,47.55,106,Saturday,1,Moderate,0.3560904808771804,1.521812352858023
2022-09-04,1,7,32.85,87.52,6.93,5.72,0.39,46.99,85,Sunday,1,Satisfactory,0.37534273590690864,1.2115363434679312
2022-09-05,0,1,29.88,87.24,7.59,2.47,0.8,17.08,82,Monday,0,Satisfactory,0.3425033995296424,3.0728620531900677
2022-09-06,0,2,46.69,125.05,7.26,5.98,0.48,56.07,73,Tuesday,0,Satisfactory,0.3733706218815976,1.2140447925672364
2022-09-07,0,3,56.54,138.14,8.84,2.72,0.77,24.1,124,Wednesday,0,Moderate,0.4092948885699372,3.2499880515145163
2022-09-08,0,4,71.15,154.82,8.77,6.08,0.7,70.41,222,Thursday,0,Poor,0.45956591786811024,1.4424318381055294
2022-09-09,0,5,64.96,124.14,9.32,6.21,0.7,67.66,150,Friday,0,Moderate,0.5232801254003443,1.500802736227478
2022-09-10,0,6,44.0,86.54,7.21,6.23,0.57,60.76,96,Saturday,1,Satisfactory,0.5084353468413049,1.15730151315969
2022-09-11,1,7,30.37,78.38,7.26,6.25,0.56,64.99,72,Sunday,1,Satisfactory,0.38747124426240825,1.1615981414429737
2022-09-12,0,1,25.34,69.07,7.21,6.31,0.51,64.57,76,Monday,0,Satisfactory,0.36687413249252465,1.1426289340270461
2022-09-13,0,2,31.83,56.87,5.86,6.4,0.42,52.69,63,Tuesday,0,Satisfactory,0.5596974574120877,0.915623569338173
2022-09-14,0,3,24.1,44.55,4.3,6.72,0.35,53.57,64,Wednesday,0,Satisfactory,0.5409650862031232,0.6398800001785712
2022-09-15,0,4,19.67,23.61,4.82,6.81,0.33,57.35,62,Thursday,0,Satisfactory,0.8331212057936445,0.7077816332134609
2022-09-16,0,5,23.69,14.98,6.97,6.94,0.45,51.53,54,Friday,0,Satisfactory,1.5814408668619047,1.00432131942173
